link,city,type_of_house,rooms,house
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"159,4 м², 3-комнатная квартира
новостройка, Квартал Lucky 2022 г., 3 этаж из 21
ЦАО, Пресненский район, жилой комплекс Лаки
Улица 1905 года 
9 мин.
128 452 224 ₽
806 000 ₽ за м²
Жилой квартал Lucky это многофункциональный квартал премиум-класса. В восьми новых домах (15-21 этажей) расположены квартиры площадью от 44,6 до 451 кв.м. Все с дизайнерской отделкой, оборудованными ванными комнатами и кухнями итальянского бренда
Показать телефон
В избранное
Vesper
6 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"73,7 м², 3-комнатная квартира
новостройка, Жилой район «Скандинавия» 2022 г., 9 этаж из 15
поселение Сосенское, квартал № 173
Бульвар адмирала Ушакова 
19 мин.
15 989 957 ₽
216 960 ₽ за м²
ипотека
Артикул в базе застройщика 23К-13.3-637. Продается трехкомнатная квартира в новостройке Жилой район «Скандинавия» по адресу Москва, Новомосковский АО, Сосенское С/П, Коммунарка пос., район Скандинавия Юг, корп. 13.3. Общая площадь квартиры 73.70 кв.
Показать телефон
В избранное
ГК «А101»
3 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"76,5 м², 3-комнатная квартира
новостройка, ЖК Russian Design District 2022 г., 6 этаж из 13
поселение Десеновское, посёлок Ватутинки, жилой комплекс Рашен Дизайн Дистрикт», к. 4А
Ольховая 
32 мин.
18 254 000 ₽
238 614 ₽ за м²
О жилом комплексе. Культурно-образовательный кластер Russian Design District проект девелоперской компании Группа Родина. Строится как центр притяжения Новой Москвы. В жилом кластере созданы все условия для получения всестороннего образования,
Показать телефон
В избранное
2 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"74,3 м², 3-комнатная квартира
новостройка, Жилой квартал «LIFE-Варшавская» 4 кв. 2023 г., 16 этаж из 23
Каширский проезд, 25к1
Варшавская 
4 мин.
17 584 136 ₽
236 664 ₽ за м²
Smart-квартал будущего LIFE-Варшавская расположен в 20 минутах от центра Москвы: вблизи станций метро Варшавская и Каширская, в пешей доступности от ЖД станции «Коломенское». LIFE-Варшавская это экологичность и энергоэффективность: o Жилой квартал
Показать телефон
В избранное
ГК «Пионер»
2 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"49,5 м², 3-комнатные апартаменты
новостройка, Апарт-комплекс B'aires 4 кв. 2022 г., 19 этаж из 22
СЗАО, район Щукино
Стрешнево 
13 мин.
14 963 013 ₽
302 100 ₽ за м²
Продаются 3-комнатные апартаменты площадью 49,53 кв. м, расположенные на 19 этаже 22-этажного дома в комплексе Baires. Продуманная, функциональная планировка, где каждый сантиметр предназначен для комфортной жизни никаких длинных и бесполезных
Показать телефон
В избранное
СЗ Прогресс
5 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"72,7 м², 3-комнатная квартира
18 этаж из 22
Щербинка, квартал Южный, 8
Остафьево 
16 мин.
10 541 500 ₽
145 000 ₽ за м²
Продажа 3-комнатной квартиры в новом доме. Отделка White Box. Шаговая доступность до станции МЦК «Остафьево». На первом этаже находится супермаркет «Пятёрочка», в соседнем доме «Магнит», «Красное и Белое».yan19-2r994683
Показать телефон
В избранное
ГК Основа
вчера"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"54,1 м², 3-комнатная квартира
6 этаж из 16
Беловежская улица, 3
Сетунь 
17 мин.
12 700 000 ₽
234 750 ₽ за м²
Продается уютная аккуратная 3-х ком.кв.15 мин.пешком МЦД Сетунь или 10 мин.тр.м. Славянский бульвар, м.Кунцевская. Квартира готова к проживанию, кухня укомплектована мебелью и техникой, в подъезде консьерж, спокойные соседи. Район с развитой
Показать телефон
В избранное
21 минуту назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"83,5 м², 3-комнатная квартира
новостройка, Жилой район «Саларьево парк» 3 кв. 2023 г., 10 этаж из 16
поселение Сосенское, жилой комплекс Саларьево Парк, 48, к. 1
Филатов Луг 
14 мин.
13 117 850 ₽
157 100 ₽ за м²
ипотека
Продается трехкомнатная квартира № 5102 в новостройке Жилой район «Саларьево парк» по адресу Москва, Новомосковский АО, Московский Г/П, Жилой район «Саларьево парк», корп. 48.2. Общая площадь квартиры 83.50 кв. м., этаж 10 из 16, секция 2. Тип
Показать телефон
В избранное
Группа Компаний ПИК
6 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"68,3 м², 3-комнатная квартира
новостройка, ЖК «Кленовые Аллеи» 4 кв. 2022 г., 3 этаж из 17
поселение Десеновское, жилой комплекс Кленовые Аллеи, к15
Ольховая 
33 мин.
10 963 960 ₽
160 550 ₽ за м²
ипотека
Продается комфортная 3-комнатная квартира площадью 68.29 кв. метров в центре Новой Москвы. Квартира расположена на 3 этаже, корпус 15, в современном ЖК «Кленовые Аллеи» от ГК «МИЦ». Квартира без отделки. Требуется отделка. Срок сдачи IV кв 2022.
Показать телефон
В избранное
ГК «МИЦ»
3 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"77,9 м², 3-комнатная квартира
новостройка, ЖК Russian Design District 2022 г., 10 этаж из 13
поселение Десеновское, посёлок Ватутинки, жилой комплекс Рашен Дизайн Дистрикт», к. 4А
Ольховая 
32 мин.
16 091 600 ₽
206 567 ₽ за м²
О жилом комплексе. Культурно-образовательный кластер Russian Design District проект девелоперской компании Группа Родина. Строится как центр притяжения Новой Москвы. В жилом кластере созданы все условия для получения всестороннего образования,
Показать телефон
В избранное
ГК Родина
3 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"85,7 м², 3-комнатная квартира
новостройка, ЖК «MOD» 4 кв. 2024 г., 41 этаж из 55
СВАО, район Марьина Роща, жилой комплекс Мод
Марьина роща 
7 мин.
29 101 900 ₽
339 500 ₽ за м²
Прямая продажа жилого комплекса премиум-класса от застройщика! 3-к квартира 85.72 кв.м. в ЖК Mod на 41-м этаже 55 этажного дома. Mod - жилой комплекс премиум-класса в историческом районе Москвы Марьина Роща, состоящий из двух клубных домов (9 этажей)
Показать телефон
В избранное
2 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"79,8 м², 3-комнатная квартира
новостройка, Жилой район «Скандинавия» 2022 г., 7 этаж из 15
поселение Сосенское, квартал № 173
Бульвар адмирала Ушакова 
19 мин.
15 395 549 ₽
192 927 ₽ за м²
ипотека
Артикул в базе застройщика 23К-13.3-712. Продается трехкомнатная квартира в новостройке Жилой район «Скандинавия» по адресу Москва, Новомосковский АО, Сосенское С/П, Коммунарка пос., район Скандинавия Юг, корп. 13.3. Общая площадь квартиры 79.80 кв.
Показать телефон
В избранное
ГК «А101»
6 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"58,2 м², 3-комнатная квартира
новостройка, Жилой район «Скандинавия» 4 кв. 2023 г., 6 этаж из 16
поселение Сосенское, квартал № 173
Коммунарка 
12 мин.
11 865 726 ₽
203 878 ₽ за м²
ипотека
Артикул в базе застройщика 23К-23.3-320. Продается трехкомнатная квартира в новостройке Жилой район «Скандинавия» по адресу Москва, Новомосковский АО, Сосенское С/П, Коммунарка пос., Скандинавский бульвар, д. 2 - 6, район Скандинавия, корп. 8, 13 -
Показать телефон
В избранное
ГК «А101»
6 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"79,5 м², 3-комнатная квартира
новостройка, Дом «Достижение» 2023 г., 2 этаж из 21
улица Академика Королёва, 21
Бутырская 
12 мин.
30 580 000 ₽
384 848 ₽ за м²
ипотека
Выдающийся дом «Достижение» располагается в окружении 651 га парков: «Останкино», «Дубовая роща», ВДНХ и Ботанический сад. Архитектура «Достижения» современное прочтение торжественного и изящного стиля ар-деко. Внутренняя территория дома
Показать телефон
В избранное
Sminex
6 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"100 м², 3-комнатная квартира
14 этаж из 23
Веерная улица, 6
Минская 
16 мин.
35 900 000 ₽
359 000 ₽ за м²
ипотека
Номер лота: 21483. Предлагается 3-комнатная квартира площадью 100 м с дизайнерским ремонтом, на 14 этаже 23-этажного монолитного дома, расположенного рядом с Матвеевским лесом и в 6 минутах езды от станции метро ""Минская"". Из окон открываются
Показать телефон
В избранное
2 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"111,5 м², 3-комнатная квартира
новостройка, Квартал «Headliner» 4 кв. 2024 г., 20 этаж из 41
ЦАО, Пресненский район, жилой комплекс Хедлайнер
Шелепиха 
11 мин.
35 664 000 ₽
320 000 ₽ за м²
Квартал HEADLINER находится в Пресненском районе ЦАО, рядом с метро «Шелепиха». Многофункциональный квартал жилых небоскрёбов расположен в непосредственной близости от Москва-Сити и даёт максимально удобные условия для личного отдыха в шаговой
Показать телефон
В избранное
ГК «КОРТРОС»
6 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"89,2 м², 3-комнатная квартира
новостройка, ЖК City Bay 2023 г., 10 этаж из 19
СЗАО, район Покровское-Стрешнево, жилой комплекс Сити Бэй, к. 2
Трикотажная 
8 мин.
24 315 878 ₽
272 600 ₽ за м²
Показать телефон
В избранное
MR Group
5 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"59,7 м², 3-комнатная квартира
7 этаж из 9
улица Подольских Курсантов, 14к1
Покровское 
13 мин.
11 700 000 ₽
195 980 ₽ за м²
Проверено в Росреестре
Готовы показать онлайн
ипотека, торг
Продам уютную жилую 3-х. комнатную квартиру в очень обжитом районе. Общая площадь: 59.7 Жилая площадь: 43.1 Площадь кухни: 6.0 Комнаты: 20.3, 12.6, 10.2 Полностью мебелированная, балкон, кладовая. Комнаты изолированные, распашонка. В середине дома.
Показать телефон
В избранное
Эксперт А, агентство
21 час назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"75,8 м², 3-комнатная квартира
новостройка, ЖК Hide 2023 г., 3 этаж из 41
1-й Сетуньский проезд, вл8
Лужники 
18 мин.
30 357 900 ₽
400 500 ₽ за м²
Прямая продажа от застройщика! Продаётся 3-к квартира 75.8 кв.м. с предчистовой отделкой в ЖК «Hide» на 3-м этаже 41 этажного дома. Новый архитектурный акцент города комплекс Hide от MR Group. Уникальные корпуса с выдающейся архитектурой и
Показать телефон
В избранное
3 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"99,3 м², 3-комнатная квартира
новостройка, ЖК «Серебряный фонтан» 4 кв. 2021 г., 5 этаж из 20
СВАО, Алексеевский район, жилой комплекс Серебряный Фонтан
Алексеевская 
10 мин.
37 957 180 ₽
382 248 ₽ за м²
ипотека
Жилой комплекс бизнес-класса «Серебряный фонтан» строится в исторической части Москвы - Алексеевском районе, рядом с проспектом Мира. Центром архитектурной композиции комплекса станет памятник архитектуры XIX века - краснокирпичные здания
Показать телефон
В избранное
Группа Эталон
6 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"103,9 м², 3-комнатная квартира
новостройка, ЖК «Береговой» 4 кв. 2023 г., 3 этаж из 20
ЗАО, район Филёвский Парк, жилой комплекс Береговой-2
Фили 
19 мин.
51 638 300 ₽
497 000 ₽ за м²
ипотека
Продается 3-комн. квартира площадью 103,9 кв.м на 3 этаже 20 этажного дома в Жилом квартале ""Береговой"" от компании Главстрой. Локация Жилой квартал «Береговой» расположен на берегу Москвы-реки, в историческом районе Фили. В пешей доступности метро
Показать телефон
В избранное
Главстрой
5 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"68,3 м², 3-комнатная квартира
новостройка, ЖК «Кленовые Аллеи» 4 кв. 2022 г., 15 этаж из 17
поселение Десеновское, жилой комплекс Кленовые Аллеи, к15
Ольховая 
33 мин.
11 035 664 ₽
161 600 ₽ за м²
ипотека
Продается комфортная 3-комнатная квартира площадью 68.29 кв. метров в центре Новой Москвы. Квартира расположена на 15 этаже, корпус 15, в современном ЖК «Кленовые Аллеи» от ГК «МИЦ». Квартира без отделки. Требуется отделка. Срок сдачи IV кв 2022.
Показать телефон
В избранное
ГК «МИЦ»
2 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"76,5 м², 3-комнатная квартира
новостройка, ЖК «КутузовGRAD II» 2022 г., 9 этаж из 29
улица Петра Алексеева, 12к2
Рабочий поселок 
16 мин.
22 278 354 ₽
291 144 ₽ за м²
ипотека
Продается трёхкомнатная квартира (№72) в новостройке КутузовGRAD II по адресу Москва, ул. Петра Алексеева, д. 12. Общая площадь квартиры - 76.52 кв.м. Тип проекта, по которому построен дом - монолит. Способы оплаты можно уточнить у продавца. Более
Показать телефон
В избранное
INGRAD
5 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"68,7 м², 3-комнатная квартира
новостройка, Жилой район «Испанские кварталы» 2023 г., 5 этаж из 15
поселение Сосенское, жилой комплекс Испанские Кварталы 2», к. 6/3
Прокшино 
12 мин.
12 293 818 ₽
178 949 ₽ за м²
ипотека
Артикул в базе застройщика 10К-6.3-345. Продается трехкомнатная квартира в новостройке Жилой район «Испанские кварталы» по адресу Москва, Новомосковский АО, Сосенское С/П, Жилой район «Испанские кварталы», корп. 6.3 (ИК-2). Общая площадь квартиры
Показать телефон
В избранное
ГК «А101»
2 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"54,1 м², 3-комнатная квартира
6 этаж из 16
Беловежская улица, 3
Сетунь 
17 мин.
12 700 000 ₽
234 750 ₽ за м²
Продается уютная аккуратная 3-х ком.кв.15 мин.пешком МЦД Сетунь или 10 мин.тр.м. Славянский бульвар, м.Кунцевская. Квартира готова к проживанию, кухня укомплектована мебелью и техникой, в подъезде консьерж, спокойные соседи. Район с развитой
Показать телефон
В избранное
22 минуты назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"78,3 м², 3-комнатная квартира
новостройка, ЖК «Level Причальный» 4 кв. 2023 г., 25 этаж из 33
Причальный проезд, 8
Шелепиха 
11 мин.
32 339 936 ₽
413 026 ₽ за м²
ипотека
Условный номер в1-194. На берегу Москвы-реки продается 3-к квартира площадью 78,3 кв.м. на 25 этаже 33 этажного корпуса Bосток жилого комплекса бизнес-класса Level Причальный от компании Level Group. Отличная транспортная доступность. 7 мин. пешком
Показать телефон
В избранное
3 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"84,6 м², 3-комнатная квартира
ЖК «ONYX Deluxe», 18 этаж из 32
Херсонская улица, 43к5
Калужская 
18 мин.
32 655 600 ₽
386 000 ₽ за м²
ипотека
Продаётся 3-комнатная квартира от застройщика в ONYX Deluxe Продается квартира в доме премиум-класса ONYX Deluxe в ЮЗАО. Этаж: 18 этаж, секция В Комнатность: 2-комнатная Площадь: 84.6 кв. м. Отделка: White box ЖК ONYX Deluxe многофункциональный
Показать телефон
В избранное
Tashir Estate
6 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"159 м², 3-комнатные апартаменты
Резиденция «TWEED PARK», 1 этаж из 3
Ленинградское шоссе, 23к1
Балтийская 
13 мин.
99 000 000 ₽
622 642 ₽ за м²
Лот №21627. Апартаменты площадью 160 м. в престижном ЖК Tweed Park. Главным преимуществом проекта является сочетание загородного формата застройки в английском стиле с выигрышным расположением всего в 15 минутах от центра мегаполиса. Планировка :
Показать телефон
В избранное
Penny Lane Realty Жилая недвижимость, агентство
6 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"67,8 м², 3-комнатная квартира
новостройка, ЖК «balance» 3 кв. 2021 г., 8 этаж из 10
Рязанский проспект, с26к2
Окская 
16 мин.
21 352 456 ₽
314 933 ₽ за м²
ипотека
Продается 3-комн. квартира площадью 67,8 кв.м на 8 этаже 10 этажного дома в ЖК Balance. Локация Прогрессивные жилые кварталы расположены на Рязанском проспекте. В 15 минутах пешком метро «Рязанский проспект», в трех минутах станция «Окская улица».
Показать телефон
В избранное
Главстрой
3 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"76 м², 3-комнатная квартира
6 этаж из 10
Щербаковская улица, 54
Измайлово 
14 мин.
21 500 000 ₽
282 895 ₽ за м²
Продается просторная и функциональная 3х-комнатная квартира без балкона. Все окна квартиры выходят в благоустроенный двор. Квартира функционально спланирована: просторная гостиная и 2 изолированные спальни. Достаточно большая кухня. Один взрослых
Показать телефон
В избранное
ID 290 125 636
5 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"86,8 м², 3-комнатная квартира
новостройка, ЖК «Южные сады» 2024 г., 16 этаж из 20
жилой комплекс Южные Сады», к. 1.2
Бунинская аллея 
14 мин.
14 531 020 ₽
167 408 ₽ за м²
ипотека
Продается трехкомнатная квартира № 372 в новостройке ЖК «Южные Сады» по адресу Москва, ЮЗАО, Южное Бутово, улица Бартеневская, дом 16. Общая площадь квартиры 86.80 кв. м., этаж 16 из 20, секция 2. Тип проекта, по которому построен дом монолит,
Показать телефон
В избранное
ГК «А101»
5 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"91,8 м², 3-комнатная квартира
новостройка, Жилой комплекс «Столичные поляны» 3 кв. 2021 г., 29 этаж из 33
улица Поляны, 5Ак2
Улица Старокачаловская 
17 мин.
17 120 700 ₽
186 500 ₽ за м²
ипотека
Продается трехкомнатная квартира № 12912 в новостройке Жилой комплекс «Столичные поляны» по адресу Москва, ЮЗАО, Южное Бутово, ул. Поляны, корп. 4. Общая площадь квартиры 91.80 кв. м., этаж 29 из 33, секция 12. Тип проекта, по которому построен дом
Показать телефон
В избранное
Группа Компаний ПИК
3 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"79,8 м², 3-комнатная квартира
новостройка, ЖК «Метрополия» 3 кв. 2023 г., 13 этаж из 29
Волгоградский проспект, 32/5
Угрешская 
12 мин.
22 341 628 ₽
279 830 ₽ за м²
Показать телефон
В избранное
MR Group
3 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"98,8 м², 3-комнатная квартира
новостройка, ЖК «Событие» 4 кв. 2024 г., 7 этаж из 29
ЗАО, район Раменки
Проспект Вернадского 
18 мин.
30 669 496 ₽
310 420 ₽ за м²
ипотека
Apт.1511218. Старт продаж ЖК ""Событие-3""! По всем вопросам обращайтесь в офис продаж, наши менеджеры вам все расскажут! Продается трехкомнатная квартира от застройщика в ЖК ""Событие"" на 7 этаже. Квартира без отделки, полностью готова к ремонту. Общая
Показать телефон
В избранное
ДОНСТРОЙ
3 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"96 м², 3-комнатная квартира
новостройка, Квартал Shagal 2024 г., 22 этаж из 28
улица Ильи Чашника
Технопарк 
28 мин.
37 272 000 ₽
388 250 ₽ за м²
ипотека
Квартал шаговой доступности Shagal это твой новый любимый район Москвы, под который не нужно подстраиваться ведь его строят с чистого листа, и он, словно вода, сам принимает комфортную для своих жителей форму. Продуманный мастер-план проекта с
Показать телефон
В избранное
Группа Эталон
9 июля 2021"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"69,8 м², 3-комнатная квартира
новостройка, ЖК «Южные сады» 2024 г., 4 этаж из 22
жилой комплекс Южные Сады», к. 1.3
Бунинская аллея 
15 мин.
12 261 737 ₽
175 670 ₽ за м²
ипотека
Продается трехкомнатная квартира № 468 в новостройке ЖК «Южные Сады» по адресу Москва, ЮЗАО, Южное Бутово, улица Бартеневская, дом 16. Общая площадь квартиры 69.80 кв. м., этаж 4 из 22, секция 3. Тип проекта, по которому построен дом монолит,
Показать телефон
В избранное
ГК «А101»
6 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"82,2 м², 3-комнатная квартира
новостройка, ЖК FORIVER 4 кв. 2023 г., 3 этаж из 19
ЮАО, Даниловский район, жилой комплекс Форивер, 11
Автозаводская 
12 мин.
30 517 000 ₽
371 298 ₽ за м²
ипотека
Продается трёхкомнатная квартира (№1403) в новостройке FORIVER по адресу Москва, ул. Восточная, д.4а, стр.3. Общая площадь квартиры - 82.19 кв.м. Тип проекта, по которому построен дом - монолит. Способы оплаты можно уточнить у продавца. Более
Показать телефон
В избранное
INGRAD
3 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"83 м², 3-комнатная квартира
6 этаж из 10
Велозаводская улица, 6А
Автозаводская 
9 мин.
22 000 000 ₽
265 060 ₽ за м²
Хорошая цена!
ипотека
Номер лота: 27109. Продается 3-комнатная квартира площадью 83 м, на 6 этаже 10-этажного кирпичного дома, расположенного в историческом Даниловском районе и 14 минутах ходьбы от станций метро «Автозаводская» и «Дубровка». Высота потолков 3,0 м. Окна
Показать телефон
В избранное
Homeapp, агентство
3 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"162,4 м², 3-комнатная квартира
Дом на Мосфильмовской, 47 этаж из 53
Мосфильмовская улица, 8
Ломоносовский проспект 
13 мин.
193 346 400 ₽
1 190 556 ₽ за м²
Лот №13944. Эксклюзивный стильный современный дизайн. Угловая и удачно спланированная квартира. Благодаря панорамному остеклению в пол из окон открываются впечатляющие виды на центр, Москва-реку, Лужники, здание МГУ. Проект: Архитектурное бюро А.
Показать телефон
В избранное
2 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"77,8 м², 3-комнатные апартаменты
новостройка, Квартал «Зорге 9» 2022 г., 2 этаж из 21
улица Зорге, 9к1
Полежаевская 
14 мин.
27 979 200 ₽
359 861 ₽ за м²
«Зорге 9» проект апартаментов бизнес-класса общей площадью более 57 тыс. кв.м, состоящий из трех корпусов (21 этаж). На территории квартала предусмотрены объекты коммерческой инфраструктуры на первых этажах, подземный паркинг и кладовые. Новый
Показать телефон
В избранное
StMichael
3 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"117,6 м², 3-комнатная квартира
новостройка, Квартал «Headliner» 3 кв. 2022 г., 28 этаж из 35
Шмитовский проезд, 39
Шелепиха 
11 мин.
36 938 960 ₽
314 000 ₽ за м²
Квартал HEADLINER находится в Пресненском районе ЦАО, рядом с метро «Шелепиха». Многофункциональный квартал жилых небоскрёбов расположен в непосредственной близости от Москва-Сити и даёт максимально удобные условия для личного отдыха в шаговой
Показать телефон
В избранное
ГК «КОРТРОС»
5 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"118,4 м², 3-комнатная квартира
новостройка, ЖК «Береговой» 4 кв. 2023 г., 16 этаж из 26
ЗАО, район Филёвский Парк, жилой комплекс Береговой-2
Фили 
19 мин.
67 724 800 ₽
572 000 ₽ за м²
ипотека
Продается 3-комн. квартира площадью 118,4 кв.м на 16 этаже 26 этажного дома в Жилом квартале ""Береговой"" от компании Главстрой. Локация Жилой квартал «Береговой» расположен на берегу Москвы-реки, в историческом районе Фили. В пешей доступности метро
Показать телефон
В избранное
Главстрой
6 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"54,1 м², 3-комнатная квартира
6 этаж из 16
Беловежская улица, 3
Сетунь 
17 мин.
12 700 000 ₽
234 750 ₽ за м²
Продается уютная аккуратная 3-х ком.кв.15 мин.пешком МЦД Сетунь или 10 мин.тр.м. Славянский бульвар, м.Кунцевская. Квартира готова к проживанию, кухня укомплектована мебелью и техникой, в подъезде консьерж, спокойные соседи. Район с развитой
Показать телефон
В избранное
23 минуты назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"77,8 м², 3-комнатные апартаменты
новостройка, Квартал «Зорге 9» 2022 г., 5 этаж из 21
улица Зорге, 9к1
Полежаевская 
14 мин.
26 475 500 ₽
340 521 ₽ за м²
«Зорге 9» проект апартаментов бизнес-класса общей площадью более 57 тыс. кв.м, состоящий из трех корпусов (21 этаж). На территории квартала предусмотрены объекты коммерческой инфраструктуры на первых этажах, подземный паркинг и кладовые. Новый
Показать телефон
В избранное
StMichael
6 часов назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"85,2 м², 3-комнатная квартира
новостройка, ЖК «MOD» 4 кв. 2024 г., 8 этаж из 55
СВАО, район Марьина Роща, жилой комплекс Мод
Марьина роща 
11 мин.
27 005 200 ₽
317 000 ₽ за м²
Прямая продажа жилого комплекса премиум-класса от застройщика! 3-к квартира 85.19 кв.м. в ЖК Mod на 8-м этаже 55 этажного дома. Mod - жилой комплекс премиум-класса в историческом районе Москвы Марьина Роща, состоящий из двух клубных домов (9 этажей)
Показать телефон
В избранное
MR Group
2 часа назад"
https://realty.yandex.ru/moskva/kupit/kvartira/tryohkomnatnaya/,moskva,kvartira,tryohkomnatnaya,"111,8 м², 3-комнатная квартира
новостройка, Квартал «Headliner» 4 кв. 2024 г., 9 этаж из 41
ЦАО, Пресненский район, жилой комплекс Хедлайнер
Шелепиха 
11 мин.
31 298 400 ₽
280 000 ₽ за м²
Квартал HEADLINER находится в Пресненском районе ЦАО, рядом с метро «Шелепиха». Многофункциональный квартал жилых небоскрёбов расположен в непосредственной близости от Москва-Сити и даёт максимально удобные условия для личного отдыха в шаговой
Показать телефон
В избранное
ГК «КОРТРОС»
3 часа назад"
